Filename,Date,SunspotActivity
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060911.jpg,20060911,51
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060912.jpg,20060912,51
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060913.jpg,20060913,41
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060914.jpg,20060914,37
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060915.jpg,20060915,27
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060916.jpg,20060916,18
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060917.jpg,20060917,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060918.jpg,20060918,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060919.jpg,20060919,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060920.jpg,20060920,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060921.jpg,20060921,1
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060922.jpg,20060922,3
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060923.jpg,20060923,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060924.jpg,20060924,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060925.jpg,20060925,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060926.jpg,20060926,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060927.jpg,20060927,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060928.jpg,20060928,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060929.jpg,20060929,6
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060930.jpg,20060930,8
